analysis_date,total_miners_month_1,total_miners_month_6,token_price_month_1,token_price_month_6,regular_miner_profit_6m_low_elec,regular_miner_profit_6m_high_elec,target_profit_met
2025-08-21 03:01:41.882616,67400.0,300000.0,0.05886967205420168,0.15705284983676812,10560.427438877556,10517.227438877555,True
