year,circulating_supply,emission_rate,block_reward,annual_emissions,wk_weight,wp_weight,compute_security_pool,knowledge_vault_pool,personal_data_pool,pro_miners_pct,enterprise_pct,retail_pct,pro_miners_tokens,enterprise_tokens,retail_tokens,pro_miners_compute,enterprise_compute,retail_compute,enterprise_kv,retail_kv,retail_pdp
0.08333333333333333,50000000.0,0.9533893814183212,14.360095008044855,905719912.3474051,0.29183789142182764,0.10816210857817238,7.8980522544246705,4.714672328735539,1.747370424884646,38.5,46.048586506460055,15.451413493539953,5.528636578097269,6.612620772189387,2.2188376577582,5.528636578097269,2.3694156763274012,0.0,4.243205095861986,0.47146723287355397,1.747370424884646
0.16666666666666666,125476659.36228375,0.8780380030888544,12.174415393013291,767864727.6681343,0.2840088829258647,0.11599111707413534,6.69592846615731,3.8898473805508016,1.5886395463051801,38.5,45.2558993962438,16.244100603756202,4.687149926310117,5.509641182342914,1.9776242843602603,4.687149926310117,2.008778539847193,0.0,3.5008626424957217,0.38898473805508016,1.5886395463051801
0.25,189465386.6679616,0.8091260417137823,10.398031826442214,655824663.3573633,0.27649938051691914,0.12350061948308089,5.718917504543218,3.234430528432292,1.4446837934667052,38.49999999999999,44.49556227733807,17.004437722661944,4.003242253180252,4.626662726952028,1.7681268463099344,4.003242253180252,1.7156752513629654,0.0,2.910987475589063,0.3234430528432292,1.4446837934667052
0.3333333333333333,244117441.94774187,0.7464067270312478,8.945266143071303,564195826.1757932,0.2692963449781228,0.1307036550218772,4.9198963786892165,2.710043411833858,1.3153263525482282,38.49999999999999,43.766254929034936,17.733745070965064,3.443927465082451,3.915007984257237,1.586330693731614,3.443927465082451,1.4759689136067649,0.0,2.4390390706504723,0.2710043411833858,1.3153263525482282
0.41666666666666663,291133760.79572463,0.6895163138997418,7.7494741930508715,488774836.30410457,0.262387269230127,0.13761273076987302,4.26221080617798,2.2875337929194552,1.1997295939534371,38.50000000000001,43.06671100955036,18.433288990449643,2.983547564324586,3.3374436554809037,1.4284829732453828,2.983547564324586,1.2786632418533939,0.0,2.0587804136275096,0.22875337929194553,1.1997295939534371
0.5,331864997.1544,0.6380250949570115,6.758734440554717,426286898.6346671,0.255760156614281,0.14423984338571905,3.7173039423050946,1.9446918514094351,1.0967386468401874,38.50000000000001,42.395715857195945,19.10428414280405,2.6021127596135663,2.86541384896002,1.2912078319811309,2.6021127596135663,1.1151911826915284,0.0,1.7502226662684917,0.19446918514094352,1.0967386468401874
0.5833333333333333,367388905.3739556,0.5914756420606357,5.932490699020504,374174053.36862123,0.24940350006208653,0.1505964999379135,3.2628698844612773,1.664531937474174,1.0050888770850528,38.49999999999999,41.75210438128626,19.74789561871374,2.284008919122894,2.4769397090651397,1.1715420708324702,2.284008919122894,0.9788609653383832,0.0,1.4980787437267566,0.1664531937474174,1.0050888770850528
0.6666666666666666,398570076.48800737,0.5494096591976566,5.238955627029372,330431409.3079966,0.24330626211475787,0.15669373788524216,2.881425594866155,1.434004549872293,0.9235254822909242,38.50000000000001,41.13475903911923,20.36524096088077,2.0169979164063085,2.1550317733449105,1.0669259372781537,2.0169979164063085,0.8644276784598465,0.0,1.290604094885064,0.1434004549872293,0.9235254822909242
0.75,426106027.2636737,0.5113855851290331,4.653112396147127,293481105.0497916,0.23745785575819445,0.16254214424180558,2.55921181788092,1.2430328537148423,0.8508677245513648,38.49999999999999,40.542607895517186,20.957392104482818,1.7914482725166436,1.886493113707634,0.9751710099228491,1.7914482725166436,0.7677635453642759,0.0,1.118729568343358,0.12430328537148423,0.8508677245513648
0.8333333333333333,450562786.01782304,0.4769891701970321,4.155181392261666,262075600.77272776,0.23184812604008875,0.16815187395991127,2.2853497657439164,1.0837923965465783,0.7860392299711713,38.5,39.97462276155899,21.525377238441017,1.5997448360207414,1.6610180866150954,0.894418469625829,1.5997448360207414,0.6856049297231749,0.0,0.9754131568919205,0.10837923965465784,0.7860392299711713
0.9166666666666666,472402419.41555035,0.4458389979867446,3.7294453429097185,235223576.66800177,0.22646733243724995,0.17353266756275007,2.051194938600345,0.9501722305641999,0.7280781737451734,38.49999999999999,39.42981740927156,22.070182590728443,1.4358364570202415,1.4705134890878835,0.8230953968015934,1.4358364570202415,0.6153584815801035,0.0,0.8551550075077798,0.09501722305641999,0.7280781737451734
1.0,492004384.13788384,0.41758854412038504,3.36334902408992,212133149.64739946,0.22130613194252668,0.17869386805747334,1.8498419632494563,0.8373709832557638,0.6761360775847004,38.5,38.907245859180826,22.592754140819178,1.2948893742746193,1.3085864739050241,0.7598731759102768,1.2948893742746193,0.5549525889748369,0.0,0.7536338849301873,0.08373709832557638,0.6761360775847004
1.0833333333333333,509682146.6085005,0.39192598116759375,3.046808500990167,192168305.77445182,0.21635556284196167,0.18364443715803835,1.675744675544592,0.7415932141163262,0.629470611329249,38.5,38.40600073774861,23.093999262251383,1.1730212728812144,1.170157295368071,0.7036299327408816,1.1730212728812144,0.5027234026633776,0.0,0.6674338927046936,0.07415932141163262,0.629470611329249
1.1666666666666665,525696172.0897048,0.36857260554900934,2.7716799479129635,174815397.67476642,0.21160702915400942,0.1883929708459906,1.52442397135213,0.6598203294865519,0.5874356470742816,38.49999999999999,37.92521170184345,23.57478829815655,1.0670967799464908,1.0511654879435357,0.6534176800229369,1.0670967799464908,0.45732719140563893,0.0,0.5938382965378968,0.06598203294865519,0.5874356470742816
